epoch,loss,val_loss,lr
0,0.4278618097305298,0.3820662200450897,0.0010000000474974513
1,0.23864644765853882,0.3281337320804596,0.0010000000474974513
2,0.1936619132757187,0.1505109965801239,0.0010000000474974513
3,0.16711699962615967,0.119167760014534,0.0010000000474974513
4,0.14146043360233307,0.09808041155338287,0.0010000000474974513
5,0.11804953217506409,0.0909687876701355,0.0010000000474974513
6,0.10020368546247482,0.4997764825820923,0.0010000000474974513
7,0.08848118782043457,0.5441450476646423,0.0010000000474974513
8,0.0799887403845787,0.12263793498277664,0.0010000000474974513
9,0.07341368496417999,0.06609541922807693,0.0010000000474974513
