epoch,loss,val_loss,lr
0,0.4873202443122864,0.6180931925773621,0.0010000000474974513
1,0.4794654846191406,0.6129027009010315,0.0010000000474974513
2,0.4692365229129791,0.6076308488845825,0.0010000000474974513
3,0.34044238924980164,0.37655016779899597,0.0010000000474974513
4,0.22382988035678864,0.29995518922805786,0.0010000000474974513
5,0.17502227425575256,0.3045301139354706,0.0010000000474974513
6,0.14716696739196777,0.3052482008934021,0.0010000000474974513
7,0.12870724499225616,0.3047422170639038,0.0010000000474974513
8,0.11688286066055298,0.22699056565761566,0.0010000000474974513
9,0.10734361410140991,0.1025470495223999,0.0010000000474974513
10,0.10081461817026138,0.07882623374462128,0.0010000000474974513
11,0.09559255838394165,0.07407739758491516,0.0010000000474974513
12,0.09135548770427704,0.06089949980378151,0.0010000000474974513
13,0.08737469464540482,0.061210133135318756,0.0010000000474974513
14,0.08474269509315491,0.056257497519254684,0.0010000000474974513
15,0.08199859410524368,0.05361545458436012,0.0010000000474974513
16,0.07975776493549347,0.05275510624051094,0.0010000000474974513
17,0.07793421298265457,0.04970332980155945,0.0010000000474974513
18,0.07615182548761368,0.05778289958834648,0.0010000000474974513
19,0.07528407871723175,0.04658973217010498,0.0010000000474974513
20,0.07356458902359009,0.0453353077173233,0.0010000000474974513
21,0.07238417863845825,0.04622340574860573,0.0010000000474974513
22,0.07134605199098587,0.04480098560452461,0.0010000000474974513
23,0.07060445845127106,0.043347906321287155,0.0010000000474974513
24,0.06971314549446106,0.04451030120253563,0.0010000000474974513
25,0.06926003098487854,0.04209887236356735,0.0010000000474974513
26,0.06857016682624817,0.04173513501882553,0.0010000000474974513
27,0.0683649405837059,0.04097325727343559,0.0010000000474974513
28,0.06773584336042404,0.04942648857831955,0.0010000000474974513
29,0.06733081489801407,0.05615198612213135,0.0010000000474974513
30,0.06678038835525513,0.04012291505932808,0.0010000000474974513
31,0.06654670089483261,0.050183407962322235,0.0010000000474974513
32,0.06632789969444275,0.03934149071574211,0.0010000000474974513
33,0.0658741444349289,0.03957542032003403,0.0010000000474974513
34,0.06522050499916077,0.038613200187683105,0.0010000000474974513
35,0.06526258587837219,0.04320741444826126,0.0010000000474974513
36,0.06512437015771866,0.03905511647462845,0.0010000000474974513
37,0.06508806347846985,0.04186344891786575,0.0010000000474974513
38,0.06440078467130661,0.037718288600444794,0.0010000000474974513
39,0.06421535462141037,0.04647263139486313,0.0010000000474974513
40,0.06403583288192749,0.03861784189939499,0.0010000000474974513
41,0.06411607563495636,0.04293759539723396,0.0010000000474974513
42,0.06362564861774445,0.0441303551197052,0.0010000000474974513
43,0.0633990466594696,0.037743620574474335,0.0010000000474974513
44,0.06289364397525787,0.03707540035247803,0.0010000000474974513
45,0.046997327357530594,0.03633887320756912,0.0010000000474974513
46,0.04494120553135872,0.04112450033426285,0.0010000000474974513
47,0.04497171938419342,0.03980271890759468,0.0010000000474974513
48,0.04459221661090851,0.03564176335930824,0.0010000000474974513
49,0.0439780130982399,0.038164958357810974,0.0010000000474974513
50,0.044038787484169006,0.051790762692689896,0.0010000000474974513
51,0.043663013726472855,0.04349590465426445,0.0010000000474974513
52,0.04395443573594093,0.035061344504356384,0.0010000000474974513
53,0.043246544897556305,0.03569396585226059,0.0010000000474974513
54,0.04379180446267128,0.03605036810040474,0.0010000000474974513
55,0.04320979490876198,0.03554779291152954,0.0010000000474974513
56,0.043334297835826874,0.03587730601429939,0.0010000000474974513
57,0.043290987610816956,0.03608633950352669,0.0010000000474974513
58,0.04333501681685448,0.03510349988937378,0.0010000000474974513
59,0.04289630800485611,0.0396399199962616,0.0010000000474974513
60,0.04318871349096298,0.034956175833940506,0.0010000000474974513
61,0.0427028052508831,0.04475574940443039,0.0010000000474974513
62,0.043030571192502975,0.0408322736620903,0.0010000000474974513
63,0.04299575462937355,0.035772912204265594,0.0010000000474974513
64,0.04265671595931053,0.036233481019735336,0.0010000000474974513
65,0.04260918125510216,0.03502992168068886,0.0010000000474974513
66,0.042672451585531235,0.03597239404916763,0.0010000000474974513
67,0.04235050082206726,0.035416603088378906,0.0010000000474974513
68,0.042685188353061676,0.03488456830382347,0.0010000000474974513
69,0.04291129484772682,0.03823142498731613,0.0010000000474974513
70,0.04274846240878105,0.03579530119895935,0.0010000000474974513
71,0.042502280324697495,0.038718756288290024,0.0010000000474974513
72,0.04266604781150818,0.03746730834245682,0.0010000000474974513
73,0.042324248701334,0.034911103546619415,0.0010000000474974513
74,0.04243377596139908,0.037237755954265594,0.0010000000474974513
75,0.042000073939561844,0.034645795822143555,0.0010000000474974513
76,0.042531922459602356,0.04285169765353203,0.0010000000474974513
77,0.04159165546298027,0.03496761992573738,0.0010000000474974513
78,0.042420558631420135,0.0346938893198967,0.0010000000474974513
79,0.04215795546770096,0.03470558673143387,0.0010000000474974513
80,0.042117394506931305,0.0353379100561142,0.0010000000474974513
81,0.04226953536272049,0.040333449840545654,0.0010000000474974513
82,0.041846033185720444,0.038001373410224915,0.0010000000474974513
83,0.04197213798761368,0.03638303279876709,0.0010000000474974513
84,0.0420277938246727,0.03985004127025604,0.0010000000474974513
85,0.04226035624742508,0.035862624645233154,0.0010000000474974513
86,0.041828006505966187,0.039981722831726074,0.0010000000474974513
87,0.04153883829712868,0.043479081243276596,0.0010000000474974513
88,0.04184223338961601,0.03571821004152298,0.0010000000474974513
89,0.042340174317359924,0.03448307514190674,0.0010000000474974513
90,0.042148951441049576,0.035038549453020096,0.0010000000474974513
91,0.041746482253074646,0.0354313924908638,0.0010000000474974513
92,0.04161163419485092,0.04817735403776169,0.0010000000474974513
93,0.04237353801727295,0.0496981106698513,0.0010000000474974513
94,0.04136436805129051,0.03456048667430878,0.0010000000474974513
95,0.04159984737634659,0.034796927124261856,0.0010000000474974513
96,0.041998255997896194,0.036583587527275085,0.0010000000474974513
97,0.04152105376124382,0.03500036895275116,0.0010000000474974513
98,0.04181843623518944,0.036084309220314026,0.0010000000474974513
99,0.041403237730264664,0.034678347408771515,0.0010000000474974513
100,0.04182267189025879,0.041033487766981125,0.0010000000474974513
101,0.04191824793815613,0.04311664029955864,0.0010000000474974513
102,0.041645973920822144,0.035481445491313934,0.0010000000474974513
