epoch,loss,val_loss,lr,train.batch_size,train.epoch_size,train.crop_shape,val.batch_size,val.epoch_size,val.crop_shape,seconds
0,0.705757737159729,0.6737841367721558,9.999999747378752e-05,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",1000.3527345657349
1,0.469471275806427,0.6563923954963684,0.00012915497063659132,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",833.4376621246338
2,0.30902576446533203,0.6669713854789734,0.00016681005945429206,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",832.0432736873627
3,0.23535576462745667,0.6333801746368408,0.00021544346236623824,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",836.4773118495941
4,0.20079784095287323,0.5741018056869507,0.00027825593133457005,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.745254278183
5,0.17054753005504608,0.5006945133209229,0.00035938137443736196,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.3685195446014
6,0.15197087824344635,0.4276750683784485,0.00046415888937190175,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",834.8887140750885
7,0.12590229511260986,0.35282281041145325,0.0005994842504151165,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",834.5169501304626
8,0.10523386299610138,0.2963363826274872,0.0007742636953480542,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",834.572961807251
9,0.07940838485956192,0.2604093551635742,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",834.0099685192108
10,0.06225009635090828,0.23107647895812988,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",833.1840901374817
11,0.05061490461230278,0.20155327022075653,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",833.1306729316711
12,0.042104464024305344,0.1842757612466812,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",832.8029727935791
13,0.03841271251440048,0.17485004663467407,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",832.7271885871887
14,0.03313872590661049,0.15479542315006256,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",833.248172044754
15,0.03124995529651642,0.14681236445903778,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",833.5435028076172
16,0.030698414891958237,0.14613932371139526,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.2764370441437
17,0.027758732438087463,0.13400140404701233,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",833.6206753253937
18,0.026354443281888962,0.12633350491523743,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",833.832498550415
19,0.026812676340341568,0.1201082319021225,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",833.9730360507965
20,0.027253562584519386,0.10873635858297348,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",834.2685322761536
21,0.025020748376846313,0.10419263690710068,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",834.5299692153931
22,0.02420218288898468,0.10553937405347824,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",831.4059901237488
23,0.02265061065554619,0.09939223527908325,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.6916208267212
24,0.02224428951740265,0.08901049941778183,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.1766273975372
25,0.022218948230147362,0.08970098942518234,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",832.0405843257904
26,0.022027960047125816,0.0880366712808609,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.2013609409332
27,0.021793926134705544,0.08446002751588821,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.3662538528442
28,0.021934067830443382,0.08215900510549545,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.7375063896179
29,0.021918583661317825,0.07430420070886612,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",836.435040473938
30,0.02148054540157318,0.06259915977716446,0.0010000000474974513,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.3714203834534
31,0.02064489759504795,0.06784472614526749,0.0007742636953480542,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",832.1479816436768
32,0.020238468423485756,0.06099826470017433,0.0005994842504151165,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.8485233783722
33,0.02077772282063961,0.05653978884220123,0.00046415888937190175,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.2696352005005
34,0.01997227407991886,0.0575481578707695,0.00035938137443736196,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",832.7282643318176
35,0.020340939983725548,0.056047625839710236,0.00027825593133457005,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",836.0937509536743
36,0.020601263269782066,0.048931244760751724,0.00021544346236623824,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.6089842319489
37,0.019801203161478043,0.051026858389377594,0.00016681005945429206,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",832.7781841754913
38,0.020007997751235962,0.04709108918905258,0.00012915497063659132,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",835.9739947319031
39,0.020447272807359695,0.045617036521434784,9.999999747378752e-05,8,10,"(96, 96, 96, 1)",8,1232,"(96, 96, 96, 1)",836.2779095172882
