loss,val_loss
0.025888023898005486,0.217563658952713
0.022571444511413574,0.08968591690063477
0.020862005650997162,0.04403271898627281
0.02000289224088192,0.025655953213572502
0.019173556938767433,0.02075590007007122
0.01871953159570694,0.01750669814646244
0.018329350277781487,0.01826406642794609
0.017977017909288406,0.01847512274980545
0.017595713958144188,0.017659328877925873
0.01746395044028759,0.016793377697467804
0.017292337492108345,0.016824806109070778
0.017211414873600006,0.01603838801383972
0.016915369778871536,0.01581004075706005
0.016850659623742104,0.015720346942543983
0.016984591260552406,0.015834741294384003
0.01674588769674301,0.016013456508517265
0.01670978218317032,0.015984077006578445
0.016556598246097565,0.0157785601913929
0.016425618901848793,0.015727484598755836
0.016303300857543945,0.015573589131236076
0.016313817352056503,0.01553317066282034
0.016203640028834343,0.015393493697047234
0.016177667304873466,0.01569322496652603
0.016035117208957672,0.0157132800668478
0.016146671026945114,0.015641959384083748
0.01609182171523571,0.015320390462875366
0.01598641835153103,0.015188007615506649
0.015851613134145737,0.015302984043955803
0.015807541087269783,0.015256917104125023
0.01570267230272293,0.015246645547449589
0.015771212056279182,0.015133577398955822
0.015605108812451363,0.015431821346282959
0.015568592585623264,0.015069957822561264
0.015501470305025578,0.015107421204447746
0.015553152188658714,0.015282485634088516
0.015452541410923004,0.01492020022124052
0.01530575379729271,0.01516429241746664
0.015386616811156273,0.014830205589532852
0.015235130675137043,0.015507999807596207
0.015365724451839924,0.014762058854103088
0.015259559266269207,0.014950363896787167
0.015244580805301666,0.014828898943960667
0.015143501572310925,0.014637989923357964
0.015125254169106483,0.014674794860184193
0.015115058049559593,0.014649161137640476
0.015111076645553112,0.014672585763037205
0.015087519772350788,0.014533142559230328
0.015035683289170265,0.014620944857597351
0.01503633614629507,0.014728758484125137
0.01499055977910757,0.014617252163589
0.014952192083001137,0.014698969200253487
0.015035663731396198,0.014425814151763916
0.014957866631448269,0.014793576672673225
0.01490576658397913,0.014414112083613873
0.014764533378183842,0.014555292204022408
0.014799649827182293,0.01445703487843275
0.014805827289819717,0.014316720888018608
0.014736413024365902,0.014782737009227276
0.014675321988761425,0.01432888489216566
0.014711171388626099,0.014390182681381702
