epoch,loss,val_loss,lr,train.batch_size,train.epoch_size,train.crop_shape,val.batch_size,val.epoch_size,val.crop_shape,seconds
0,0.45487961173057556,0.6601288914680481,9.999999747378752e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",489.0389873981476
1,0.2683357894420624,0.6530488133430481,0.00012915497063659132,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.31344366073608
2,0.14286024868488312,0.64393550157547,0.00016681005945429206,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.8125376701355
3,0.08409413695335388,0.6331529021263123,0.00021544346236623824,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.43268585205078
4,0.05678606033325195,0.6210352182388306,0.00027825593133457005,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.19301986694336
5,0.043501563370227814,0.6079717874526978,0.00035938137443736196,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.5725257396698
6,0.03718685358762741,0.5942166447639465,0.00046415888937190175,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.14523649215698
7,0.03260161727666855,0.5796701312065125,0.0005994842504151165,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.50636434555054
8,0.030062537640333176,0.5644626617431641,0.0007742636953480542,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.32463192939758
9,0.028889913111925125,0.5484541654586792,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.96020460128784
10,0.025599967688322067,0.5319471955299377,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.55115127563477
11,0.0239508505910635,0.5142900943756104,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.35581350326538
12,0.021954447031021118,0.4954395592212677,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.1846306324005
13,0.021134352311491966,0.47587406635284424,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",226.95682787895203
14,0.020681485533714294,0.4550231397151947,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.48378133773804
15,0.01977744698524475,0.4344448745250702,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.8825216293335
16,0.0194478128105402,0.4135280251502991,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.65802884101868
17,0.019043419510126114,0.3940655291080475,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.05651879310608
18,0.019305208697915077,0.3744862973690033,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.91311645507812
19,0.01849723421037197,0.3561425507068634,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.93112444877625
20,0.018436381593346596,0.33821427822113037,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.02032732963562
21,0.018089493736624718,0.3224647045135498,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.92365550994873
22,0.01827847585082054,0.3074633777141571,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.34440898895264
23,0.018098115921020508,0.2936479151248932,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.6349983215332
24,0.01781489886343479,0.2819870412349701,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.40775060653687
25,0.017168302088975906,0.27151983976364136,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.05824208259583
26,0.017576348036527634,0.2613168954849243,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.71561861038208
27,0.017156457528471947,0.25234925746917725,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.7419137954712
28,0.017521563917398453,0.2439185529947281,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.35454034805298
29,0.017095640301704407,0.23526443541049957,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.1961145401001
30,0.01706654764711857,0.22644281387329102,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.68409299850464
31,0.016481827944517136,0.21769455075263977,0.0007742636953480542,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.30458211898804
32,0.0169907845556736,0.2086869180202484,0.0005994842504151165,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.0234944820404
33,0.016735201701521873,0.19934944808483124,0.00046415888937190175,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.9177234172821
34,0.016980081796646118,0.1891973912715912,0.00035938137443736196,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.78626990318298
35,0.017273876816034317,0.17932109534740448,0.00027825593133457005,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.4700026512146
36,0.016409602016210556,0.16818568110466003,0.00021544346236623824,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.18065428733826
37,0.016687918454408646,0.15695223212242126,0.00016681005945429206,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.59497785568237
38,0.016708750277757645,0.14541473984718323,0.00012915497063659132,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.75190806388855
39,0.01669192686676979,0.1344612091779709,9.999999747378752e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.46598434448242
40,0.01674579456448555,0.1237366646528244,9.999999747378752e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.5979311466217
41,0.01665806770324707,0.1133689135313034,0.0001128837902797386,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.78186416625977
42,0.016894008964300156,0.10434126853942871,0.00012742749822791666,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.22116255760193
43,0.016914058476686478,0.09517806023359299,0.00014384498354047537,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.02267241477966
44,0.016643812879920006,0.08799949288368225,0.00016237767704296857,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.4097023010254
45,0.01682344637811184,0.08056668937206268,0.00018329807789996266,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.78807425498962
46,0.016631027683615685,0.07446474581956863,0.00020691381359938532,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.0180492401123
47,0.017088737338781357,0.06783132255077362,0.0002335721510462463,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.1176998615265
48,0.016860827803611755,0.06318242102861404,0.00026366510428488255,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.67281341552734
49,0.016754811629652977,0.05745101347565651,0.00029763515340164304,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.70369482040405
50,0.01673244871199131,0.053577911108732224,0.00033598183654248714,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.09216022491455
51,0.016580257564783096,0.048242729157209396,0.0003792690113186836,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.92954063415527
52,0.01629936695098877,0.04463859274983406,0.00042813323670998216,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.80246663093567
53,0.0167853944003582,0.04206768050789833,0.0004832930280826986,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.80223059654236
54,0.01658964529633522,0.039482928812503815,0.0005455594509840012,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.34072947502136
55,0.016492998227477074,0.03667093813419342,0.0006158482283353806,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.8001425266266
56,0.01670205593109131,0.03288087993860245,0.0006951927789486945,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.36999821662903
57,0.01652115024626255,0.030197400599718094,0.0007847599918022752,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.41634106636047
58,0.016339924186468124,0.028629900887608528,0.0008858668152242899,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.014564037323
59,0.016786545515060425,0.02705317735671997,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.44472575187683
60,0.016529183834791183,0.024111086502671242,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.09658360481262
61,0.016635065898299217,0.02364191599190235,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.86217284202576
62,0.01699863374233246,0.02191930077970028,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.82661199569702
63,0.01653020642697811,0.020934490486979485,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.73958110809326
64,0.016358468681573868,0.02153724804520607,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",226.02550148963928
65,0.016453225165605545,0.020663578063249588,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.47094917297363
66,0.01603582501411438,0.020016198977828026,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.88524794578552
67,0.016491588205099106,0.019607480615377426,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.91533064842224
68,0.016284823417663574,0.01886335387825966,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.26931405067444
69,0.015728410333395004,0.017757482826709747,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.22142696380615
70,0.016121473163366318,0.019536828622221947,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",226.22120809555054
71,0.016106268391013145,0.017715297639369965,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.83044171333313
72,0.016308501362800598,0.017791567370295525,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",225.93475484848022
73,0.01612788811326027,0.017349444329738617,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.2228660583496
74,0.016567498445510864,0.016755804419517517,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.76658391952515
75,0.016241714358329773,0.016698991879820824,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",228.69153094291687
76,0.015832355245947838,0.01668831892311573,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",227.93565845489502
