epoch,loss,val_loss,lr,train.batch_size,train.epoch_size,train.crop_shape,val.batch_size,val.epoch_size,val.crop_shape,seconds
0,0.6676921844482422,0.6672082543373108,9.999999747378752e-06,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",258.2471845149994
1,0.6667539477348328,0.666182816028595,1.2328467164479662e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.22546172142029
2,0.6656277775764465,0.6648391485214233,1.5199110748653766e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",53.306225538253784
3,0.6639620065689087,0.6627996563911438,1.8738173821475357e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",53.00604033470154
4,0.6614497900009155,0.6597329378128052,2.3101296392269433e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",53.50042128562927
5,0.6562895178794861,0.6505376100540161,2.8480359105742536e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",53.37536811828613
6,0.6300407648086548,0.5824419260025024,3.51119160768576e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",53.26842451095581
7,0.43690967559814453,0.31282180547714233,4.328761133365333e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.991429805755615
8,0.29509666562080383,0.3029167056083679,5.3366991778602824e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.90349793434143
9,0.2994205951690674,0.3025725185871124,6.579331966349855e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.86177372932434
10,0.2974969744682312,0.30254486203193665,8.111308125080541e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.302977323532104
11,0.29983043670654297,0.3025383949279785,9.999999747378752e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.66650056838989
12,0.2963119149208069,0.3025364279747009,9.999999747378752e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.14331674575806
13,0.2975258231163025,0.3025357127189636,0.00010608183220028877,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.41587042808533
14,0.2983720302581787,0.30253535509109497,0.00011253355478402227,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.43948578834534
15,0.2955877184867859,0.3025350570678711,0.00011937766248593107,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.468815088272095
16,0.2972439229488373,0.3025345802307129,0.00012663801317103207,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.73569846153259
17,0.29445555806159973,0.3025343120098114,0.00013433993444778025,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.28667187690735
18,0.2998201251029968,0.3025341033935547,0.00014251026732381433,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.26923656463623
19,0.2961343228816986,0.3025338053703308,0.00015117750444915146,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.19270920753479
20,0.29545047879219055,0.3025333285331726,0.00016037187015172094,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",51.982672691345215
21,0.2988739609718323,0.30253297090530396,0.00017012542230077088,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.28648400306702
22,0.2989374101161957,0.30253246426582336,0.0001804721832741052,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",51.9650399684906
23,0.2990717589855194,0.3025320768356323,0.00019144819816574454,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.36605429649353
24,0.2978159487247467,0.3025316894054413,0.00020309176761657,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.335471868515015
25,0.2938249707221985,0.3025314211845398,0.00021544346236623824,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.19639587402344
26,0.30073726177215576,0.3025311827659607,0.0002285463851876557,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.237574100494385
27,0.2952520251274109,0.3025309145450592,0.00024244619999080896,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.2393217086792
28,0.29801127314567566,0.30253082513809204,0.000257191393757239,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",52.22586369514465
