epoch,loss,val_loss,lr,train.batch_size,train.epoch_size,train.crop_shape,val.batch_size,val.epoch_size,val.crop_shape,seconds
0,0.662528395652771,0.6589074730873108,9.999999747378752e-05,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",251.46145009994507
1,0.6494538187980652,0.6254642605781555,0.0001258925476577133,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",46.85622429847717
2,0.4919206202030182,0.31419000029563904,0.00015848931798245758,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.949565172195435
3,0.2995351254940033,0.30256780982017517,0.0001995262282434851,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",47.994248390197754
4,0.29857882857322693,0.30253082513809204,0.0002511886414140463,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.87781047821045
5,0.29885491728782654,0.30252963304519653,0.0003162277571391314,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",47.45720839500427
6,0.2985064387321472,0.302529513835907,0.0003981071640737355,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.91639995574951
7,0.2978578507900238,0.3025294542312622,0.0005011872272007167,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.355116844177246
8,0.2919948995113373,0.30252939462661743,0.000630957365501672,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.13495993614197
9,0.29925936460494995,0.30252939462661743,0.0007943282253108919,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.74892473220825
10,0.2974761426448822,0.30252933502197266,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",47.14934062957764
11,0.2998203635215759,0.30252933502197266,0.001258925418369472,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",47.3235878944397
12,0.29630550742149353,0.30252933502197266,0.0015848932089284062,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.617932081222534
13,0.2975218892097473,0.30252933502197266,0.00199526222422719,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",46.13059425354004
14,0.29644572734832764,0.30252933502197266,0.009999999776482582,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.19236397743225
15,0.29468613862991333,0.30252936482429504,0.008912509307265282,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.29324412345886
16,0.29891031980514526,0.30252933502197266,0.007943281903862953,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.458455324172974
17,0.29497694969177246,0.30252939462661743,0.007079457864165306,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.47237014770508
18,0.299471914768219,0.30252939462661743,0.0063095735386013985,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.519503355026245
19,0.29727795720100403,0.3025294244289398,0.005623413249850273,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.70962619781494
20,0.2954269349575043,0.30252939462661743,0.005011872388422489,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.66616153717041
21,0.29844918847084045,0.30252939462661743,0.004466835875064135,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.07977867126465
22,0.299060195684433,0.30252939462661743,0.003981071524322033,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.35321664810181
23,0.29885047674179077,0.30252939462661743,0.003548133885487914,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.39470863342285
24,0.2972342371940613,0.30252939462661743,0.003162277629598975,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.63944125175476
25,0.2939487397670746,0.30252939462661743,0.0028183830436319113,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.66983985900879
26,0.3022406995296478,0.30252939462661743,0.002511886414140463,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.271066427230835
27,0.2946219742298126,0.30252936482429504,0.0022387211211025715,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.80622863769531
28,0.2971968650817871,0.30252936482429504,0.00199526222422719,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.0437388420105
29,0.29636773467063904,0.30252939462661743,0.0017782794311642647,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.43223690986633
30,0.29556018114089966,0.30252939462661743,0.0015848932089284062,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.586286783218384
31,0.2951970100402832,0.30252936482429504,0.0014125375309959054,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.11126899719238
32,0.29617777466773987,0.30252939462661743,0.001258925418369472,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",49.004136085510254
33,0.2966211438179016,0.30252936482429504,0.0011220184387639165,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",48.08902144432068
34,0.29936695098876953,0.30252939462661743,0.0010000000474974513,16,10,"(320, 320, 1)",16,1200,"(320, 320, 1)",47.72040891647339
