epoch,loss,val_loss,lr,train.batch_size,train.epoch_size,train.crop_shape,val.batch_size,val.epoch_size,val.crop_shape,seconds
0,0.6663264036178589,0.6653115749359131,9.999999747378752e-05,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",433.00378918647766
1,0.6633098721504211,0.6591237187385559,0.00012915497063659132,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",221.45201468467712
2,0.6450363397598267,0.6170393228530884,0.00016681005945429206,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.4040985107422
3,0.5268574953079224,0.3744831383228302,0.00021544346236623824,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.75252032279968
4,0.3097403049468994,0.30651000142097473,0.00027825593133457005,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.55145716667175
5,0.30645033717155457,0.30611109733581543,0.00035938137443736196,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.41921424865723
6,0.2940062880516052,0.3061154782772064,0.00046415888937190175,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.40838479995728
7,0.2983449399471283,0.3061119616031647,0.0005994842504151165,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.32530999183655
8,0.3068849444389343,0.3061106503009796,0.0007742636953480542,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.02971768379211
9,0.30552855134010315,0.3061102330684662,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.79549717903137
10,0.3025777041912079,0.30611011385917664,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.27727723121643
11,0.30298060178756714,0.30611008405685425,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.2641565799713
12,0.2977108359336853,0.30610978603363037,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.7972264289856
13,0.30469340085983276,0.30610960721969604,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",221.52826952934265
14,0.2998512387275696,0.3061096668243408,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.2762472629547
15,0.2948356568813324,0.3061094284057617,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.18724250793457
16,0.30141711235046387,0.30610936880111694,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",222.3111171722412
17,0.29894524812698364,0.306109219789505,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.24693608283997
18,0.3046659529209137,0.306109219789505,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.46257376670837
19,0.3024179935455322,0.30610892176628113,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.85455679893494
20,0.2958853244781494,0.3061088025569916,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.68665266036987
21,0.29706916213035583,0.306108683347702,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.22827124595642
22,0.29620957374572754,0.30610862374305725,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",221.32184720039368
23,0.2980678081512451,0.30610838532447815,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.18939471244812
24,0.3061458170413971,0.30610814690589905,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.16131711006165
25,0.2934834957122803,0.3061079978942871,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",222.410546541214
26,0.30126699805259705,0.3061075508594513,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.6212227344513
27,0.29955771565437317,0.30610767006874084,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.69454741477966
28,0.2969392240047455,0.3061070144176483,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.11097383499146
29,0.29536232352256775,0.306106299161911,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.24634385108948
30,0.2936505675315857,0.306104838848114,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.8577435016632
31,0.3015146255493164,0.3061044216156006,0.0007742636953480542,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",222.78650736808777
32,0.29692912101745605,0.3061021566390991,0.0005994842504151165,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",226.0082836151123
33,0.2976650893688202,0.3060985207557678,0.00046415888937190175,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.88727474212646
34,0.2993992865085602,0.30609503388404846,0.00035938137443736196,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.4227283000946
35,0.2929731011390686,0.30609130859375,0.00027825593133457005,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.81005883216858
36,0.2985605299472809,0.30608654022216797,0.00021544346236623824,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",222.68606686592102
37,0.2963418960571289,0.3060794174671173,0.00016681005945429206,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.18793964385986
38,0.29523271322250366,0.30607014894485474,0.00012915497063659132,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",226.08533906936646
39,0.303026020526886,0.3060639500617981,9.999999747378752e-05,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.19382238388062
40,0.30095574259757996,0.3060559630393982,9.999999747378752e-05,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.4445924758911
41,0.30499187111854553,0.3060467839241028,0.0001128837902797386,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.935200214386
42,0.30040499567985535,0.30603456497192383,0.00012742749822791666,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.33766651153564
43,0.2979373037815094,0.30602458119392395,0.00014384498354047537,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.83548307418823
44,0.29574790596961975,0.30601492524147034,0.00016237767704296857,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.28974962234497
45,0.2994925379753113,0.306001216173172,0.00018329807789996266,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.8659155368805
46,0.3052840232849121,0.30597540736198425,0.00020691381359938532,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.83343982696533
47,0.3008142113685608,0.30593663454055786,0.0002335721510462463,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",225.74004101753235
48,0.29817500710487366,0.3059415817260742,0.00026366510428488255,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.44084358215332
49,0.2991887927055359,0.30590513348579407,0.00029763515340164304,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.1971573829651
50,0.30852943658828735,0.30585840344429016,0.00033598183654248714,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.7634518146515
51,0.29712289571762085,0.30474838614463806,0.0003792690113186836,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.26735663414001
52,0.2923065423965454,0.3061104714870453,0.00042813323670998216,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",222.25379133224487
53,0.28991928696632385,0.3061113953590393,0.0004832930280826986,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.50327396392822
54,0.302740216255188,0.3061113953590393,0.0005455594509840012,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",224.47607564926147
55,0.2934838831424713,0.3061114251613617,0.0006158482283353806,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.99670386314392
56,0.298270583152771,0.3061114549636841,0.0006951927789486945,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",221.40884447097778
57,0.2990679144859314,0.3061114251613617,0.0007847599918022752,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.03992080688477
58,0.29311949014663696,0.3061114549636841,0.0008858668152242899,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",216.51646304130554
59,0.29055070877075195,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",218.88032341003418
60,0.299679696559906,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",221.7161135673523
61,0.29007402062416077,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",219.55478477478027
62,0.2930592894554138,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",214.64755868911743
63,0.3012518286705017,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.51867294311523
64,0.3048217296600342,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",217.89520025253296
65,0.30055472254753113,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",217.8927001953125
66,0.3015596866607666,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",221.4320240020752
67,0.301911324262619,0.30611148476600647,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",219.9815595149994
68,0.29942983388900757,0.30611148476600647,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",221.86356735229492
69,0.29666221141815186,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",218.94672846794128
70,0.2977871894836426,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.24152064323425
71,0.30446022748947144,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",219.25820755958557
72,0.29822951555252075,0.30611148476600647,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",217.6363663673401
73,0.3048017621040344,0.30611148476600647,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",222.42795634269714
74,0.29357799887657166,0.30611151456832886,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.7131233215332
75,0.3015982508659363,0.30611151456832886,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",218.13646745681763
76,0.3039107024669647,0.30611151456832886,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.80890107154846
77,0.2914348542690277,0.30611151456832886,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",219.3123161792755
78,0.3043287992477417,0.30611148476600647,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.5100371837616
79,0.30612656474113464,0.30611148476600647,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.7927327156067
80,0.30275341868400574,0.3061114549636841,0.0010000000474974513,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",218.67947149276733
81,0.30616116523742676,0.3061114251613617,0.0008858668152242899,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",221.10223007202148
82,0.29918116331100464,0.3061114549636841,0.0007847599918022752,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.22529482841492
83,0.29909342527389526,0.3061114549636841,0.0006951927789486945,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",219.72969007492065
84,0.30291420221328735,0.3061114549636841,0.0006158482283353806,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",219.26353120803833
85,0.29342180490493774,0.3061114549636841,0.0005455594509840012,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",221.74764251708984
86,0.29653048515319824,0.3061114549636841,0.0004832930280826986,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",220.96355986595154
87,0.30420202016830444,0.3061114251613617,0.00042813323670998216,16,10,"(144, 144, 5)",16,4800,"(144, 144, 5)",223.19288611412048
